timestamp,plot_id,soil_moisture_pct,soil_temp_c,air_temp_c,air_humidity_pct,rainfall_mm_24h,days_since_planting,crop_growth_stage,water_applied_l,irrigated_next_flag
2023-01-01 01:00:00,crop_cotton,40.07,,41.83,76.41,1844.45,0,maturity,0.0,False
2023-01-01 02:00:00,crop_cotton,18.58,,22.38,86.44,1875.63,0,maturity,0.0,False
2023-01-01 09:00:00,crop_cotton,18.99,,17.28,63.89,1501.77,0,flowering,0.0,False
2023-01-01 10:30:00,crop_cotton,55.43,,14.47,31.11,655.16,0,maturity,0.0,False
2023-01-01 13:00:00,crop_cotton,25.34,,14.14,45.88,989.53,0,flowering,0.0,False
2023-01-01 14:30:00,crop_cotton,28.88,,41.14,65.43,1484.42,0,vegetative,0.0,False
2023-01-01 16:00:00,crop_cotton,10.35,,15.18,90.11,1762.82,0,vegetative,0.0,False
2023-01-01 18:30:00,crop_cotton,34.9,,35.12,32.94,762.65,0,flowering,0.0,False
2023-01-01 20:30:00,crop_cotton,9.15,,27.01,65.96,1758.8,0,flowering,0.0,False
2023-01-02 00:00:00,crop_cotton,28.24,,27.46,34.26,874.76,0,maturity,0.0,False
2023-01-02 05:30:00,crop_cotton,32.99,,36.28,45.39,550.47,1,maturity,0.0,False
2023-01-02 06:00:00,crop_cotton,8.96,,18.62,35.67,997.3,1,maturity,0.0,False
2023-01-02 14:00:00,crop_cotton,10.46,,35.23,50.92,1214.95,1,vegetative,0.0,False
2023-01-02 19:30:00,crop_cotton,15.71,,38.16,86.24,584.53,1,vegetative,0.0,False
2023-01-03 08:00:00,crop_cotton,59.49,,16.14,70.52,1215.23,2,vegetative,0.0,False
2023-01-03 16:30:00,crop_cotton,27.52,,27.37,54.12,2135.06,2,maturity,0.0,False
2023-01-03 18:30:00,crop_cotton,9.65,,40.99,38.59,69.02,2,vegetative,0.0,False
2023-01-04 07:30:00,crop_cotton,27.01,,23.87,78.39,193.53,3,vegetative,0.0,False
2023-01-04 08:00:00,crop_cotton,33.17,,14.15,73.15,550.49,3,flowering,0.0,False
2023-01-04 10:30:00,crop_cotton,17.06,,33.73,71.78,222.22,3,vegetative,0.0,False
2023-01-04 17:30:00,crop_cotton,12.51,,30.55,82.52,423.03,3,flowering,0.0,False
2023-01-04 20:30:00,crop_cotton,46.39,,20.55,44.22,2221.58,3,flowering,0.0,False
2023-01-05 00:30:00,crop_cotton,21.85,,35.59,25.53,2354.46,3,vegetative,0.0,False
2023-01-05 06:30:00,crop_cotton,30.87,,37.58,85.09,1380.86,4,flowering,0.0,False
2023-01-05 07:00:00,crop_cotton,53.35,,41.75,44.35,1913.39,4,vegetative,0.0,False
2023-01-05 13:30:00,crop_cotton,31.17,,20.0,32.87,2378.41,4,vegetative,0.0,False
2023-01-05 16:30:00,crop_cotton,10.72,,14.44,94.48,1921.0,4,maturity,0.0,False
2023-01-05 20:00:00,crop_cotton,60.29,,23.58,88.47,513.81,4,vegetative,0.0,False
2023-01-06 00:00:00,crop_cotton,64.66,,29.58,48.28,107.58,4,maturity,0.0,False
2023-01-06 01:30:00,crop_cotton,62.41,,41.75,36.85,1941.83,5,maturity,0.0,False
2023-01-06 03:00:00,crop_cotton,54.06,,20.8,77.09,153.02,5,maturity,0.0,False
2023-01-06 06:30:00,crop_cotton,51.2,,15.76,80.39,93.61,5,maturity,0.0,False
2023-01-06 09:00:00,crop_cotton,53.61,,12.24,94.75,332.81,5,maturity,0.0,False
2023-01-06 15:00:00,crop_cotton,8.03,,40.82,53.68,596.25,5,vegetative,0.0,False
2023-01-06 15:30:00,crop_cotton,42.67,,31.25,63.62,1302.21,5,vegetative,0.0,False
2023-01-06 16:00:00,crop_cotton,28.64,,36.28,35.93,1940.26,5,maturity,0.0,False
2023-01-06 23:00:00,crop_cotton,47.68,,36.35,36.16,2163.42,5,flowering,0.0,False
2023-01-07 00:00:00,crop_cotton,48.83,,21.37,54.88,554.75,5,maturity,0.0,False
2023-01-07 02:00:00,crop_cotton,47.77,,12.27,30.14,268.68,6,vegetative,0.0,False
2023-01-07 09:00:00,crop_cotton,42.41,,31.63,28.53,2472.72,6,flowering,0.0,False
2023-01-07 12:00:00,crop_cotton,17.25,,14.65,67.65,133.35,6,maturity,0.0,False
2023-01-07 13:00:00,crop_cotton,17.76,,40.69,34.27,875.29,6,vegetative,0.0,False
2023-01-07 16:00:00,crop_cotton,52.62,,30.81,52.98,1319.98,6,flowering,0.0,False
2023-01-07 23:00:00,crop_cotton,37.94,,28.95,91.19,991.32,6,maturity,0.0,False
2023-01-07 23:30:00,crop_cotton,55.58,,38.15,54.68,2107.21,6,maturity,0.0,False
2023-01-08 01:30:00,crop_cotton,12.37,,30.58,67.98,1695.23,7,flowering,0.0,False
2023-01-08 02:00:00,crop_cotton,48.24,,25.47,28.3,1486.18,7,flowering,0.0,False
2023-01-08 10:00:00,crop_cotton,42.07,,12.71,35.33,1922.28,7,maturity,0.0,False
